year,week,outbreak_starting_date,reporting_date,state,district,disease_illness_name,status,cases,deaths,unit,note
2024,27,2024-07-05,2024-07-05,Uttarakhand,Nainital,Acute Diarrheal Disease,Reported in Same Week,50,1,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-28,2024-06-28,Andhra Pradesh,Chittoor,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-24,2024-06-24,Andhra Pradesh,Chittoor,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-22,2024-06-22,Andhra Pradesh,Nandyal,Acute Diarrheal Disease,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-28,2024-06-28,Assam,Karbi Anglong,Acute Encephalitic Syndrome,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-27,2024-06-27,Assam,Chirang,Malaria,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-25,2024-06-25,Assam,Majuli,Mushroom Poisoning,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-26,2024-06-26,Bihar,Purbi Champaran,Measles,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-29,2024-06-29,Gujarat,Mahisagar,Food Poisoning,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-27,2024-06-27,Gujarat,Anand,Cholera,Reported in Same Week,60,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-26,2024-06-26,Jammu and Kashmir,Srinagar,Hepatitis A,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-26,2024-06-26,Jammu and Kashmir,Kupwara,Chickenpox,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-25,2024-06-25,Jammu and Kashmir,Baramulla,Hepatitis A,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-26,2024-06-26,Jharkhand,Koderma,Malaria,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-29,2024-06-29,Karnataka,Udupi,Leptospirosis,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-27,2024-06-27,Karnataka,Raichur,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-24,2024-06-24,Karnataka,Ballari,Acute Diarrheal Disease,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-24,2024-06-24,Karnataka,Bidar,Acute Diarrheal Disease,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-24,2024-06-24,Karnataka,Tumakuru,Acute Diarrheal Disease,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-24,2024-06-24,Karnataka,Belagavi,Cholera,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-24,2024-06-24,Karnataka,Kolar,Cholera,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-18,2024-06-18,Karnataka,Vijayapura,Cholera,Reported in Same Week,47,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-23,2024-06-23,Kerala,Thiruvananthapuram,Acute Diarrheal Disease,Reported in Same Week,33,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-23,2024-06-23,Kerala,Ernakulam,Dengue,Reported in Same Week,113,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-23,2024-06-23,Kerala,Malappuram,Acute Gastroenteritis,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-23,2024-06-23,Kerala,Palakkad,Hepatitis A,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-22,2024-06-22,Kerala,Idukki,Hepatitis A,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-27,2024-06-27,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,68,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-24,2024-06-24,Madhya Pradesh,Narsinghpur,Dengue,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-24,2024-06-24,Madhya Pradesh,Sehore,Dengue,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-29,2024-06-29,Maharashtra,Kolhapur,Chikungunya,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-29,2024-06-29,Maharashtra,Sangli,Cholera,Reported in Same Week,50,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-29,2024-06-29,Maharashtra,Yavatmal,Dengue,Reported in Same Week,40,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-28,2024-06-28,Maharashtra,Kolhapur,Cholera,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-27,2024-06-27,Maharashtra,Gondia,Acute Diarrheal Disease,Reported in Same Week,6,1,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-27,2024-06-27,Maharashtra,Nanded,Acute Diarrheal Disease,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-25,2024-06-25,Maharashtra,Satara,Dengue,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-25,2024-06-25,Maharashtra,Kolhapur,Dengue,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-24,2024-06-24,Maharashtra,Pune,Zika Virus,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-24,2024-06-24,Maharashtra,Jalna,Acute Diarrheal Disease,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-24,2024-06-24,Maharashtra,Raigad,Dengue,Reported in Same Week,2,1,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-24,2024-06-24,Maharashtra,Gondia,Pertussis,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-23,2024-06-23,Maharashtra,Washim,Cholera,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-19,2024-06-19,Maharashtra,Pune,Dengue,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-19,2024-06-19,Maharashtra,Pune,Chikungunya,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-26,2024-06-26,Meghalaya,West Khasi Hills,Measles,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-23,2024-06-23,Meghalaya,East Khasi Hills,Mushroom Poisoning,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-26,2024-06-26,Nagaland,Dimapur,Animal bite - Dog Bite,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-25,2024-06-25,Odisha,Puri,Acute Diarrheal Disease,Reported in Same Week,12,1,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-24,2024-06-24,Odisha,Puri,Fever with Rash,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-23,2024-06-23,Odisha,Puri,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-22,2024-06-22,Odisha,Nayagarh,Acute Diarrheal Disease,Reported in Same Week,31,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-22,2024-06-22,Odisha,Sonepur,Hepatitis A,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-05-26,2024-05-26,Odisha,Nayagarh,Hepatitis A,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-25,2024-06-25,Punjab,Ludhiana,Acute Diarrheal Disease,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-27,2024-06-27,Tamil Nadu,Thiruvarur,Acute Gastroenteritis,Reported in Same Week,37,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-25,2024-06-25,Tamil Nadu,Pudukkottai,Chikungunya,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-25,2024-06-25,Tamil Nadu,Tiruchirappalli,Acute Diarrheal Disease,Reported in Same Week,32,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-24,2024-06-24,Tamil Nadu,Tiruvannamalai,Acute Diarrheal Disease,Reported in Same Week,29,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-23,2024-06-23,Tamil Nadu,Tirunelveli,Acute Diarrheal Disease,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-23,2024-06-23,Tamil Nadu,Villupuram,Acute Diarrheal Disease,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-20,2024-06-20,Tamil Nadu,Tiruvannamalai,Acute Diarrheal Disease,Reported in Same Week,104,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-26,2024-06-26,Telangana,Ranga Reddy,Acute Diarrheal Disease,Reported in Same Week,48,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-22,2024-06-22,Tripura,Khowai,Acute Diarrheal Disease,Reported in Same Week,66,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-24,2024-06-24,Uttar Pradesh,Kannauj,Food Poisoning,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-27,2024-06-27,Uttarakhand,Rudraprayag,Hepatitis A,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,26,2024-06-25,2024-06-25,West Bengal,Hooghly,Food Poisoning,Reported in Same Week,42,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-19,2024-06-19,Andhra Pradesh,Chittoor,Food Poisoning,Reported in Same Week,53,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-18,2024-06-18,Andhra Pradesh,Kakinada,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-11,2024-06-11,Andhra Pradesh,Chittoor,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-18,2024-06-18,Arunachal Pradesh,Longding,Cholera,Reported in Same Week,78,3,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-17,2024-06-17,Arunachal Pradesh,Upper Subansiri,Measles,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-21,2024-06-21,Assam,Nagaon,Hepatitis A,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-19,2024-06-19,Assam,Dhubri,Diphtheria,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-18,2024-06-18,Assam,Kamrup Metro,Chickenpox,Reported in Same Week,56,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-22,2024-06-22,Chhattisgarh,Kabirdham,Acute Diarrheal Disease,Reported in Same Week,42,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-19,2024-06-19,Chhattisgarh,Bemetara,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-22,2024-06-22,Gujarat,Rajkot,Cholera,Reported in Same Week,46,6,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-22,2024-06-22,Gujarat,Vadodara,Cholera,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-21,2024-06-21,Gujarat,Ahmedabad,Food Poisoning,Reported in Same Week,60,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-21,2024-06-21,Gujarat,Anand,Cholera,Reported in Same Week,176,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-20,2024-06-20,Gujarat,Kachchh,Cholera,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-20,2024-06-20,Gujarat,Gir Somnath,Dengue,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-20,2024-06-20,Gujarat,Kheda,Acute Diarrheal Disease,Reported in Same Week,53,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-22,2024-06-22,Himachal Pradesh,Kangra,Acute Diarrheal Disease,Reported in Same Week,115,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-20,2024-06-20,Jammu and Kashmir,Kupwara,Mumps,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-20,2024-06-20,Jharkhand,East Singhbhum,Malaria,Reported in Same Week,55,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-19,2024-06-19,Jharkhand,Dumka,Chickenpox,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-14,2024-06-14,Jharkhand,Gumla,Measles,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-20,2024-06-20,Karnataka,Tumakuru,Cholera,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-20,2024-06-20,Karnataka,Mandya,Acute Diarrheal Disease,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-19,2024-06-19,Karnataka,Uttar Kannad,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-18,2024-06-18,Karnataka,Tumakuru,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-16,2024-06-16,Karnataka,Koppal,Acute Diarrheal Disease,Reported in Same Week,43,1,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-16,2024-06-16,Karnataka,Koppal,Cholera,Reported in Same Week,55,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-16,2024-06-16,Karnataka,Mandya,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-15,2024-06-15,Karnataka,Yadgir,Food Poisoning,Reported in Same Week,172,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-22,2024-06-22,Kerala,Ernakulam,Dengue,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-21,2024-06-21,Kerala,Palakkad,Food Poisoning,Reported in Same Week,102,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-19,2024-06-19,Kerala,Alappuzha,Food Poisoning,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-17,2024-06-17,Kerala,Ernakulam,Acute Diarrheal Disease,Reported in Same Week,496,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-20,2024-06-20,Ladakh,Leh Ladakh,Mumps,Reported in Same Week,62,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-22,2024-06-22,Madhya Pradesh,Tikamgarh,Acute Diarrheal Disease,Reported in Same Week,102,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-21,2024-06-21,Madhya Pradesh,Narsinghpur,Dengue,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-22,2024-06-22,Maharashtra,Kolhapur,Dengue,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-20,2024-06-20,Maharashtra,Kolhapur,Hepatitis A,Reported in Same Week,35,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-19,2024-06-19,Maharashtra,Osmanabad,Dengue,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-18,2024-06-18,Maharashtra,Jalgaon,Acute Diarrheal Disease,Reported in Same Week,115,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-20,2024-06-20,Odisha,Puri,Acute Diarrheal Disease,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-20,2024-06-20,Odisha,Mayurbhanj,Acute Diarrheal Disease,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-19,2024-06-19,Odisha,Koraput,Anthrax,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-19,2024-06-19,Odisha,Sonepur,Acute Diarrheal Disease,Reported in Same Week,33,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-18,2024-06-18,Odisha,Malkangiri,Acute Diarrheal Disease,Reported in Same Week,8,1,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-17,2024-06-17,Odisha,Koraput,Diphtheria,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-17,2024-06-17,Odisha,Sambalpur,Hepatitis A,Reported in Same Week,132,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-19,2024-06-19,Tamil Nadu,Tiruvannamalai,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-18,2024-06-18,Uttarakhand,Nainital,Acute Diarrheal Disease,Reported in Same Week,75,1,"cases in absolute number, deaths in absolute number",
2024,25,2024-06-20,2024-06-20,West Bengal,Purulia,Acute Diarrheal Disease,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-15,2024-06-15,Andhra Pradesh,Bapatla,Acute Diarrheal Disease,Reported in Same Week,44,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-15,2024-06-15,Andhra Pradesh,Chittoor,Acute Diarrheal Disease,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-11,2024-06-11,Andhra Pradesh,Chittoor,Cholera,Reported in Same Week,61,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-11,2024-06-11,Andhra Pradesh,Annamayya,Acute Diarrheal Disease,Reported in Same Week,28,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-10,2024-06-10,Andhra Pradesh,Alluri Sitharama Raju,Malaria,Reported in Same Week,39,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-08,2024-06-08,Andhra Pradesh,Tirupati,Acute Diarrheal Disease,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-11,2024-06-11,Arunachal Pradesh,Tawang,Chickenpox,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-14,2024-06-14,Assam,Nalbari,Acute Diarrheal Disease,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-14,2024-06-14,Assam,Kokrajhar,Food Poisoning,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-13,2024-06-13,Assam,Nalbari,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-12,2024-06-12,Assam,Sonitpur,Food Poisoning,Reported in Same Week,5,1,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-11,2024-06-11,Assam,Goalpara,Leptospirosis,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-09,2024-06-09,Assam,Kokrajhar,Acute Diarrheal Disease,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-08,2024-06-08,Assam,Darrang,Food Poisoning,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-08,2024-06-08,Assam,Kokrajhar,Acute Diarrheal Disease,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-12,2024-06-12,Bihar,Bhojpur,Fever with Rash,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-10,2024-06-10,Bihar,Saran,Acute Diarrheal Disease,Reported in Same Week,67,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-14,2024-06-14,Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,Reported in Same Week,28,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-10,2024-06-10,Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-16,2024-06-16,Gujarat,Kheda,Acute Diarrheal Disease,Reported in Same Week,812,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-15,2024-06-15,Gujarat,Kheda,Acute Diarrheal Disease,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-13,2024-06-13,Gujarat,Gandhinagar,Cholera,Reported in Same Week,138,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-10,2024-06-10,Gujarat,Gandhinagar,Cholera,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-09,2024-06-09,Gujarat,Gandhinagar,Cholera,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-08,2024-06-08,Gujarat,Anand,Acute Diarrheal Disease,Reported in Same Week,46,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-12,2024-06-12,Himachal Pradesh,Mandi,Hepatitis A,Reported in Same Week,41,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-12,2024-06-12,Jammu and Kashmir,Bandipora,Hepatitis A,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-12,2024-06-12,Jammu and Kashmir,Ganderbal,Acute Diarrheal Disease,Reported in Same Week,38,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-10,2024-06-10,Jammu and Kashmir,Kathua,Mumps,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-10,2024-06-10,Jharkhand,West Singhbhum,Measles,Reported in Same Week,28,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-08,2024-06-08,Jharkhand,West Singhbhum,Measles,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-16,2024-06-16,Karnataka,Belagavi,Cholera,Reported in Same Week,118,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-12,2024-06-12,Karnataka,Raichur,Malaria,Reported in Same Week,49,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-12,2024-06-12,Karnataka,Belagavi,Cholera,Reported in Same Week,31,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-12,2024-06-12,Karnataka,Kalaburagi,Acute Diarrheal Disease,Reported in Same Week,38,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-10,2024-06-10,Karnataka,Tumakuru,Cholera,Reported in Same Week,163,3,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-16,2024-06-16,Kerala,Kozhikode,Hepatitis A,Reported in Same Week,36,1,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-13,2024-06-13,Kerala,Malappuram,Hepatitis A,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-12,2024-06-12,Kerala,Palakkad,Acute Diarrheal Disease,Reported in Same Week,58,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-11,2024-06-11,Kerala,Palakkad,Acute Diarrheal Disease,Reported in Same Week,87,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-10,2024-06-10,Kerala,Ernakulam,Acute Diarrheal Disease,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-07,2024-06-07,Kerala,Idukki,Mumps,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-12,2024-06-12,Madhya Pradesh,Morena,Cholera,Reported in Same Week,28,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-10,2024-06-10,Madhya Pradesh,Bhind,Cholera,Reported in Same Week,92,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-14,2024-06-14,Maharashtra,Palghar,Chikungunya,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-13,2024-06-13,Maharashtra,Bhandara,Japanese Encephalitis,Reported in Same Week,3,1,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-12,2024-06-12,Maharashtra,Sangli,Dengue,Reported in Same Week,8,1,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-12,2024-06-12,Maharashtra,Sangli,Food Poisoning,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-11,2024-06-11,Maharashtra,Pune,Cholera,Reported in Same Week,81,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-10,2024-06-10,Maharashtra,Nagpur,Chikungunya,Reported in Same Week,40,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-10,2024-06-10,Maharashtra,Satara,Acute Diarrheal Disease,Reported in Same Week,106,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-08,2024-06-08,Maharashtra,Gadchiroli,Malaria,Reported in Same Week,5,1,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-07,2024-06-07,Maharashtra,Nanded,Dengue,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-09,2024-06-09,Meghalaya,East Khasi Hills,Mushroom Poisoning,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-15,2024-06-15,Odisha,Jharsuguda,Acute Diarrheal Disease,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-15,2024-06-15,Odisha,Sundargarh,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-13,2024-06-13,Odisha,Koraput,Acute Diarrheal Disease,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-11,2024-06-11,Odisha,Rayagada,Diphtheria,Reported in Same Week,10,5,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-10,2024-06-10,Odisha,Rayagada,Acute Diarrheal Disease,Reported in Same Week,5,1,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-10,2024-06-10,Odisha,Koraput,Acute Diarrheal Disease,Reported in Same Week,46,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-07,2024-06-07,Odisha,Koraput,Anthrax,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-14,2024-06-14,Tamil Nadu,Tiruchirappalli,Cholera,Reported in Same Week,46,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-13,2024-06-13,Tamil Nadu,Krishnagiri,Acute Diarrheal Disease,Reported in Same Week,123,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-13,2024-06-13,Tamil Nadu,Kanchipuram,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-10,2024-06-10,Tamil Nadu,Tiruppur,Acute Diarrheal Disease,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-10,2024-06-10,Uttarakhand,Almora,Acute Diarrheal Disease,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,24,2024-06-12,2024-06-12,West Bengal,Purulia,Malaria,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,23,2024-06-08,2024-06-08,Andaman and Nicobar Islands,Nicobars,Acute Diarrheal Disease,Reported in Same Week,76,0,"cases in absolute number, deaths in absolute number",
2024,23,2024-06-05,2024-06-05,Andhra Pradesh,SPSR Nellore,Food Poisoning,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,23,2024-06-08,2024-06-08,Assam,Dibrugarh,Cholera,Reported in Same Week,94,2,"cases in absolute number, deaths in absolute number",
2024,23,2024-06-05,2024-06-05,Assam,Biswanath,Mushroom Poisoning,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2024,23,2024-06-02,2024-06-02,Bihar,Purbi Champaran,Food Poisoning,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
